KEY_CODE,pop
524050364,43
524050371,169
524050372,428
524050373,156
524050374,225
524050381,421
524050382,389
524050383,46
524050384,776
524050391,10
524050393,181
524050402,8
524050403,33
524050404,48
524050411,8
524050412,5
524050413,49
524050414,36
524050421,18
524050422,23
524050423,28
524050424,55
524050431,33
524050432,15
524050433,69
524050434,34
524050441,57
524050442,44
524050443,33
524050444,71
524050451,67
524050452,157
524050453,270
524050454,113
524050461,61
524050462,225
524050463,78
524050464,247
524050471,292
524050472,176
524050473,266
524050474,341
524050481,35
524050482,941
524050483,220
524050484,603
524050491,574
524050492,651
524050493,515
524050494,618
524050501,18
524050502,9
524050503,58
524050504,96
524050511,39
524050512,62
524050513,86
524050514,87
524050521,48
524050522,176
524050523,85
524050524,119
524050531,63
524050532,74
524050533,98
524050534,27
524050541,100
524050542,131
524050543,107
524050544,33
524050551,118
524050552,80
524050553,57
524050554,39
524050561,71
524050562,40
524050563,18
524050564,15
524050571,171
524050572,163
524050573,20
524050574,22
524050581,64
524050582,47
524050583,154
524050584,40
524050591,147
524050592,92
524050593,33
524050601,126
524050602,32
524050603,49
524050604,22
524050611,23
524050612,9
524050613,29
524050614,51
524050621,10
524050622,46
524050623,29
524050624,31
524050631,92
524050632,37
524050633,29
524050634,10
524050641,45
524050642,51
524050643,3
524050644,8
524050651,22
524050652,39
524050653,3
524050654,21
524050661,64
524050662,16
524050671,11
524050672,83
524050674,35
524050681,19
524050683,19
524050701,22
524050702,14
524050711,20
524050712,16
524050721,17
524050722,3
524050741,4
524050752,23
524050753,2
524050754,29
524050781,9
524050783,1
524050852,15
524051354,21
524051374,4
524051401,34
524051403,678
524051404,227
524051411,200
524051412,501
524051413,122
524051414,77
524051421,117
524051423,515
524051424,524
524051432,16
524051433,296
524051434,131
524051441,1
524051443,40
524051444,35
524051452,121
524051454,369
524051461,38
524051463,141
524051471,12
524051472,72
524051473,17
524051474,19
524051483,44
524051484,216
524051493,5
524051501,1
524051504,2
524051511,4
524051512,31
524051514,32
524051521,343
524051522,12
524051523,100
524051531,96
524051532,170
524051534,7
524051542,4
524051551,230
524051552,290
524051553,180
524051554,51
524051573,17
524051574,17
524051582,10
524051583,41
524051584,31
524051591,9
524051593,30
524051594,85
524051601,5
524051603,1
524051621,82
524051623,25
524051632,10
524051651,36
524051652,1
524051653,12
524051654,21
524051671,24
524051672,57
524051673,19
524051674,14
524051681,237
524051682,210
524051683,54
524051691,11
524051692,416
524051693,18
524051694,62
524051752,53
524051754,12
524051771,5
524051774,42
524051783,15
524051784,16
524051793,38
524051794,15
524051814,5
524051823,6
524051852,3
524051873,6
524051874,7
524051881,31
524051882,170
524051883,43
524051884,25
524051891,27
524051892,58
524051893,35
524051894,24
524051912,22
524051921,11
524051962,5
524051964,59
524051971,53
524051972,43
524051973,8
524051981,47
524051982,13
524051983,30
524051984,7
524051992,53
524051994,13
524052601,372
524052602,7
524052603,61
524052604,152
524052611,51
524052613,76
524052614,185
524052621,88
524052622,22
524052623,231
524052624,92
524052633,57
524052653,4
524052654,34
524052702,14
524052703,6
524052711,11
524052712,17
524052714,35
524052721,27
524052722,17
524052723,10
524052724,1
524052731,172
524052733,188
524052734,85
524052744,73
524052751,311
524052752,207
524052753,1201
524052754,574
524052761,43
524052763,166
524052801,50
524052803,133
524052804,35
524052811,82
524052812,47
524052813,46
524052814,7
524052821,63
524052822,29
524052823,24
524052824,2
524052832,273
524052834,20
524052841,134
524052842,447
524052843,27
524052844,3
524052851,434
524052852,612
524052853,939
524052854,321
524052861,196
524052863,310
524052864,41
524052901,79
524052902,38
524052904,6
524052911,36
524052912,3
524052913,44
524052914,5
524052922,8
524052923,36
524052924,12
524052932,24
524052941,21
524052942,246
524052943,40
524052944,152
524052951,480
524052952,243
524052953,1
524052961,42
524052962,50
524052963,92
524052964,235
524060043,43
524060044,2
524060101,105
524060102,129
524060104,24
524060113,7
524060141,6
524060144,6
524060204,21
524060212,4
524060213,15
524060214,5
524060242,5
524060244,8
524060253,17
524060261,4
524060311,44
524060313,16
524060314,44
524060324,11
524060331,10
524060333,7
524060342,4
524060352,14
524060412,34
524060413,12
524060414,19
524060424,6
524060433,24
524060452,11
524060453,6
524060454,32
524060511,24
524060512,15
524060513,4
524060514,19
524060521,28
524060522,8
524060523,30
524060524,8
524060551,6
524060552,9
524060554,20
524060604,3
524060612,76
524060613,15
524060614,1
524060621,66
524060652,8
524060654,22
524060661,11
524060663,17
524060664,4
524060674,49
524060693,2
524060701,9
524060702,7
524060703,64
524060704,13
524060711,44
524060712,5
524060713,17
524060752,33
524060754,11
524060761,68
524060762,49
524060763,26
524060764,57
524060771,15
524060772,44
524060773,131
524060774,63
524060781,52
524060782,63
524060783,31
524060784,46
524060791,49
524060792,21
524060793,22
524060794,77
524060801,47
524060803,39
524060853,37
524060854,21
524060861,2
524060862,48
524060863,43
524060864,24
524060871,52
524060872,50
524060901,24
524060903,28
524060934,5
524060941,24
524060942,50
524060943,32
524060944,53
524060951,50
524060952,19
524060953,52
524060954,66
524060961,66
524060962,53
524060963,18
524060983,3
524061004,43
524061013,3
524061072,2
524061081,39
524061082,11
524061083,13
524061092,16
524061102,10
524061142,8
524061151,15
524061153,6
524061154,10
524061192,7
524061194,3
524061202,19
524061213,6
524061252,24
524061254,20
524061311,16
524061313,2
524061331,3
524061384,7
524061423,2
524061471,1
524061472,13
524061473,1
524061474,5
524061482,16
524061483,19
524061493,2
524061514,5
524061521,15
524061523,3
524061541,5
524061542,14
524061543,4
524061544,45
524061551,3
524061554,7
524061571,11
524061573,19
524061574,3
524061581,12
524061583,16
524061602,42
524061603,12
524061604,35
524061611,7
524061612,2
524061614,6
524061622,20
524061641,29
524061642,15
524061662,6
524061664,21
524061671,8
524061672,3
524061681,19
524061682,2
524061683,24
524061684,9
524061701,21
524061722,8
524061723,56
524061724,28
524061732,8
524061734,16
524061741,56
524061743,20
524061761,1
524061762,22
524061764,4
524061772,4
524061774,36
524061781,20
524061794,6
524061831,32
524061832,41
524061833,19
524061834,17
524061842,29
524061851,4
524061861,49
524061862,5
524061863,23
524061864,12
524061872,2
524061874,5
524061881,34
524061883,4
524061884,49
524061892,6
524061893,54
524061894,41
524061923,29
524061924,43
524061931,10
524061932,71
524061933,19
524061934,8
524061941,4
524061942,1
524061951,10
524061954,53
524061961,11
524061962,16
524061963,47
524061964,23
524061972,5
524061973,17
524061974,18
524061981,22
524061982,59
524061983,80
524061984,22
524061991,38
524061992,117
524061994,24
524062002,11
524062003,7
524062004,17
524062011,49
524062012,25
524062013,38
524062014,1
524062021,8
524062032,3
524062034,58
524062041,170
524062042,10
524062043,60
524062044,4
524062061,43
524062062,147
524062064,84
524062073,2
524062101,4
524062102,10
524062104,24
524062111,19
524062113,13
524062123,9
524062132,29
524062133,7
524062134,73
524062141,29
524062143,5
524062163,18
524062164,61
524062171,33
524062172,116
524062173,318
524062174,292
524062183,92
524062184,1
524062193,372
524062194,20
524062201,4
524062202,65
524062204,21
524062211,20
524062212,36
524062213,19
524062214,43
524062221,36
524062222,21
524062223,35
524062224,3
524062231,80
524062232,70
524062233,46
524062234,24
524062254,12
524062261,26
524062262,143
524062263,11
524062264,76
524062271,275
524062272,122
524062273,312
524062274,164
524062281,651
524062282,428
524062283,211
524062284,532
524062291,529
524062292,3
524062293,137
524062311,11
524062312,15
524062314,38
524062321,22
524062322,26
524062323,43
524062324,52
524062331,68
524062332,12
524062333,240
524062334,10
524062352,45
524062354,20
524062361,19
524062362,2
524062363,66
524062371,62
524062372,58
524062373,21
524062374,17
524062381,119
524062382,453
524062384,154
524062391,83
524062393,2
524062394,4
524062412,51
524062413,33
524062414,218
524062421,57
524062422,11
524062423,44
524062424,52
524062431,5
524062432,3
524062443,1
524062454,5
524062461,71
524062462,27
524062464,46
524062471,1
524062472,31
524062473,21
524062474,15
524062481,21
524062482,83
524062483,63
524062484,39
524062491,121
524062492,71
524062493,91
524062494,12
524062504,19
524062511,54
524062512,52
524062513,76
524062514,35
524062521,13
524062522,5
524062542,12
524062543,4
524062544,11
524062552,20
524062553,2
524062554,13
524062561,26
524062562,37
524062563,12
524062564,22
524062571,57
524062572,11
524062573,91
524062574,130
524062581,14
524062583,12
524062591,150
524062592,83
524062593,88
524062594,77
524062602,32
524062604,15
524062611,70
524062613,68
524062614,6
524062622,22
524062624,26
524062631,32
524062632,9
524062633,11
524062634,18
524062641,14
524062642,20
524062643,13
524062644,4
524062651,3
524062662,10
524062671,61
524062672,106
524062673,16
524062674,20
524062681,2
524062682,10
524062683,41
524062684,27
524062692,2
524062694,7
524062701,12
524062702,28
524062703,28
524062704,14
524062711,47
524062712,41
524062714,14
524062721,113
524062722,22
524062723,16
524062754,1
524062761,6
524062763,2
524062771,5
524062772,31
524062773,24
524062774,44
524062781,25
524062782,9
524062783,70
524062792,8
524062793,7
524062794,27
524062801,16
524062802,3
524062803,8
524062844,5
524062851,24
524062853,31
524062872,25
524062874,2
524062881,18
524062882,15
524062883,25
524062884,37
524062891,17
524062892,39
524062893,42
524062894,90
524062901,64
524062902,63
524062903,37
524062904,58
524062911,158
524062913,67
524062924,10
524062933,10
524062934,2
524062942,9
524062951,50
524062953,120
524062954,8
524062964,16
524062971,37
524062972,49
524062973,13
524062974,71
524062981,25
524062983,5
524062991,18
524062992,19
524062993,44
524062994,10
524063103,2
524063201,2
524063303,10
524063304,7
524063401,5
524063403,10
524063404,34
524063411,20
524063413,94
524063501,20
524063502,25
524063503,26
524063504,29
524063511,53
524063513,15
524063601,159
524063602,74
524063603,86
524063604,212
524063611,1
524063612,2
524063613,40
524063614,118
524063701,8
524063702,131
524063704,102
524063711,66
524063712,13
524063713,69
524063714,56
524063802,29
524063803,7
524063804,78
524063811,466
524063812,139
524063813,333
524063814,167
524063821,21
524063823,42
524063901,42
524063902,270
524063903,29
524063904,556
524063911,477
524063912,126
524063913,715
524063914,533
524063921,145
524063923,208
524070001,10
524070002,8
524070003,90
524070004,38
524070031,16
524070032,49
524070033,78
524070034,77
524070041,420
524070042,34
524070043,28
524070044,99
524070051,59
524070053,32
524070083,1
524070101,28
524070102,293
524070103,3
524070131,3
524070132,21
524070141,60
524070142,26
524070143,21
524070144,22
524070151,46
524070193,7
524070194,5
524070203,6
524070204,14
524070231,48
524070232,31
524070234,34
524070241,22
524070242,52
524070243,47
524070251,67
524070253,85
524070254,31
524070273,10
524070291,17
524070292,33
524070293,3
524070312,19
524070321,4
524070324,31
524070332,29
524070333,4
524070334,23
524070341,8
524070342,18
524070343,20
524070344,12
524070351,37
524070352,85
524070353,50
524070354,21
524070361,3
524070362,41
524070363,69
524070364,9
524070371,48
524070372,15
524070373,20
524070374,34
524070383,4
524070384,19
524070392,2
524070414,14
524070422,1
524070432,10
524070441,7
524070442,99
524070443,48
524070444,17
524070451,71
524070452,56
524070453,65
524070454,28
524070461,24
524070462,49
524070463,38
524070464,122
524070471,1
524070482,8
524070484,3
524070493,3
524070494,7
524070503,7
524070542,23
524070543,10
524070544,12
524070551,5
524070552,45
524070553,95
524070554,150
524070561,249
524070563,336
524070564,80
524070582,17
524070583,31
524070584,17
524070591,5
524070592,18
524070593,6
524070601,8
524070603,3
524070634,6
524070641,49
524070642,103
524070643,57
524070644,50
524070651,9
524070652,59
524070653,54
524070654,106
524070661,94
524070662,11
524070674,45
524070681,41
524070701,16
524070703,17
524070722,11
524070732,107
524070733,57
524070734,103
524070741,44
524070742,31
524070743,43
524070744,245
524070751,120
524070752,28
524070753,66
524070754,61
524070761,71
524070771,35
524070772,46
524070773,9
524070801,30
524070803,30
524070822,25
524070824,78
524070831,94
524070832,39
524070833,100
524070834,91
524070841,102
524070842,145
524070843,141
524070844,49
524070851,95
524070852,3
524070854,22
524070862,36
524070863,101
524070864,83
524070871,67
524070873,3
524070882,26
524070891,2
524070893,75
524070894,165
524070901,3
524070903,51
524070904,14
524070911,20
524070913,4
524070921,1
524070922,41
524070923,36
524070924,43
524070931,7
524070932,39
524070933,27
524070934,38
524070941,2
524070942,211
524070943,70
524070944,149
524070951,163
524070952,68
524070953,9
524070961,78
524070962,3
524070983,12
524071014,1
524071022,4
524071023,35
524071024,26
524071031,109
524071033,23
524071042,5
524071044,4
524071051,44
524071052,154
524071053,61
524071061,112
524071062,13
524071071,50
524071072,54
524071073,34
524071074,8
524071081,17
524071083,6
524071092,6
524071093,4
524071094,46
524071112,5
524071121,21
524071122,35
524071123,7
524071124,81
524071131,20
524071132,6
524071133,49
524071162,13
524071163,30
524071164,80
524071171,25
524071191,2
524071192,13
524071214,44
524071221,27
524071222,80
524071223,12
524071224,41
524071231,12
524071233,3
524071234,8
524071243,5
524071252,3
524071261,23
524071262,23
524071263,8
524071284,23
524071292,3
524071293,11
524071294,54
524071304,11
524071312,6
524071314,13
524071321,24
524071331,13
524071382,41
524071391,534
524071392,144
524071393,142
524071394,258
524071401,18
524071411,5
524071412,60
524071414,37
524071421,10
524071423,48
524071442,2
524071443,21
524071444,6
524071451,2
524071452,4
524071454,1
524071463,6
524071482,5
524071491,113
524071492,374
524071493,230
524071494,198
524071501,25
524071504,10
524071511,5
524071512,15
524071513,2
524071514,50
524071521,20
524071522,11
524071523,20
524071534,3
524071542,3
524071544,17
524071554,7
524071563,11
524071564,5
524071571,4
524071572,1
524071582,70
524071584,60
524071591,203
524071592,183
524071593,137
524071594,142
524071602,12
524071611,33
524071612,78
524071613,4
524071614,59
524071621,57
524071634,2
524071643,9
524071662,1
524071673,18
524071674,27
524071684,117
524071691,77
524071692,34
524071693,122
524071694,52
524071704,6
524071712,84
524071713,25
524071714,23
524071721,36
524071723,2
524071742,13
524071743,28
524071751,6
524071752,2
524071753,9
524071754,1
524071762,6
524071771,13
524071773,2
524071781,3
524071782,6
524071791,146
524071792,48
524071794,22
524071804,14
524071811,39
524071812,47
524071813,34
524071814,84
524071821,70
524071822,3
524071823,11
524071833,7
524071834,20
524071841,6
524071851,24
524071852,10
524071853,8
524071854,2
524071864,12
524071871,7
524071872,4
524071873,69
524071894,22
524071911,49
524071912,49
524071913,7
524071914,31
524071921,4
524071932,42
524071933,14
524071934,35
524071951,5
524071962,66
524071963,8
524071964,51
524071973,10
524071983,15
524071984,5
524071991,23
524071992,36
524071993,19
524071994,37
524072001,74
524072002,31
524072003,101
524072004,3
524072013,9
524072022,7
524072031,45
524072032,39
524072034,33
524072041,20
524072042,11
524072043,13
524072044,47
524072051,31
524072053,8
524072054,10
524072063,8
524072064,33
524072071,94
524072072,30
524072073,14
524072074,25
524072081,2
524072084,5
524072091,46
524072092,24
524072093,13
524072094,9
524072101,27
524072102,48
524072103,55
524072104,35
524072111,12
524072113,54
524072124,3
524072131,20
524072132,57
524072133,30
524072134,22
524072141,3
524072142,38
524072143,9
524072144,11
524072151,35
524072152,43
524072153,32
524072154,16
524072161,36
524072162,45
524072163,43
524072164,26
524072171,82
524072172,52
524072173,149
524072174,98
524072183,20
524072184,27
524072192,26
524072194,35
524072201,103
524072202,50
524072203,10
524072211,2
524072222,15
524072224,35
524072231,52
524072233,55
524072234,4
524072241,3
524072243,4
524072254,1
524072262,42
524072263,27
524072264,16
524072271,9
524072272,15
524072273,23
524072274,48
524072281,24
524072282,53
524072283,4
524072291,2
524072292,2
524072301,23
524072303,52
524072304,53
524072312,1
524072313,4
524072314,49
524072321,27
524072322,17
524072323,71
524072324,150
524072331,51
524072332,7
524072333,125
524072334,56
524072341,35
524072342,20
524072343,160
524072344,397
524072351,18
524072353,236
524072354,106
524072361,57
524072362,19
524072363,93
524072364,37
524072371,50
524072372,32
524072373,28
524072384,3
524072391,2
524072393,39
524072394,10
524072401,84
524072402,19
524072403,311
524072404,86
524072411,27
524072412,56
524072413,93
524072414,7
524072421,48
524072422,18
524072423,20
524072431,6
524072432,15
524072434,38
524072441,165
524072442,169
524072443,30
524072444,80
524072451,229
524072452,66
524072453,168
524072454,65
524072461,27
524072462,17
524072463,21
524072464,13
524072473,24
524072474,16
524072481,15
524072482,27
524072483,39
524072484,25
524072491,18
524072492,7
524072493,83
524072494,13
524072501,42
524072502,7
524072503,44
524072504,83
524072511,87
524072512,6
524072513,36
524072521,104
524072522,49
524072523,20
524072524,23
524072531,66
524072532,11
524072541,34
524072542,69
524072543,66
524072544,98
524072551,75
524072552,45
524072553,54
524072554,76
524072562,9
524072563,44
524072564,14
524072571,38
524072572,31
524072573,20
524072574,41
524072581,34
524072582,14
524072583,68
524072584,16
524072591,30
524072592,18
524072593,52
524072594,128
524072601,89
524072602,48
524072603,60
524072604,53
524072611,32
524072613,4
524072622,22
524072624,3
524072631,27
524072632,42
524072633,25
524072634,25
524072641,1
524072642,32
524072644,9
524072651,111
524072652,60
524072653,20
524072654,79
524072661,8
524072662,38
524072663,58
524072664,61
524072671,11
524072672,51
524072673,15
524072674,276
524072681,44
524072682,191
524072683,121
524072684,98
524072691,155
524072692,137
524072693,39
524072694,106
524072701,2
524072721,17
524072722,51
524072723,5
524072724,15
524072731,25
524072732,61
524072734,33
524072741,8
524072742,75
524072743,45
524072744,104
524072751,5
524072752,57
524072753,39
524072754,65
524072761,39
524072762,62
524072763,28
524072764,33
524072771,11
524072772,42
524072773,45
524072774,4
524072781,13
524072782,57
524072784,91
524072791,143
524072792,48
524072793,58
524072794,127
524072802,10
524072813,4
524072831,4
524072833,8
524072834,9
524072842,34
524072843,46
524072844,21
524072851,26
524072852,44
524072853,68
524072854,49
524072861,36
524072862,10
524072863,20
524072864,47
524072871,33
524072872,69
524072873,25
524072881,2
524072882,49
524072883,26
524072884,15
524072891,115
524072892,307
524072893,124
524072894,335
524072911,27
524072912,20
524072914,43
524072921,2
524072922,1
524072923,66
524072924,4
524072931,3
524072932,1
524072933,19
524072934,6
524072941,23
524072942,34
524072944,33
524072951,59
524072952,27
524072953,9
524072954,14
524072962,33
524072963,26
524072964,32
524072971,39
524072972,37
524072973,15
524072974,25
524072981,49
524072982,32
524072983,31
524072984,8
524072991,30
524072992,56
524072993,19
524072994,83
524073001,18
524073002,587
524073003,8
524073004,167
524073011,488
524073012,732
524073013,236
524073014,437
524073021,537
524073023,6
524073101,163
524073102,347
524073103,203
524073104,227
524073111,204
524073112,369
524073113,157
524073114,115
524073201,45
524073202,31
524073203,17
524073204,16
524073211,117
524073212,191
524073213,88
524073214,123
524073303,29
524073304,81
524073311,203
524073312,310
524073313,266
524073314,264
524073321,17
524073323,13
524073401,15
524073402,113
524073403,37
524073404,132
524073411,135
524073412,238
524073413,165
524073414,221
524073421,44
524073423,90
524073501,38
524073502,216
524073503,172
524073504,370
524073511,488
524073512,188
524073513,333
524073514,89
524073521,27
524073523,38
524073524,21
524073601,170
524073602,61
524073603,140
524073604,107
524073611,97
524073612,59
524073613,40
524073614,18
524073621,66
524073622,97
524073623,161
524073624,63
524073631,9
524073633,18
524073701,91
524073702,140
524073703,200
524073704,140
524073711,110
524073712,104
524073713,65
524073714,169
524073721,238
524073722,75
524073723,85
524073724,33
524073801,380
524073802,433
524073803,189
524073804,21
524073811,124
524073812,83
524073813,49
524073814,121
524073821,95
524073822,9
524073823,232
524073824,10
524073901,37
524073902,23
524073903,85
524073904,16
524073911,11
524073912,184
524073913,42
524073914,80
524073921,144
533900054,52
533900064,3
533900072,34
533900073,34
533900074,79
533900081,199
533900082,290
533900083,189
533900084,105
533900091,1061
533900092,1297
533900093,432
533900094,974
533900152,223
533900154,21
533900161,202
533900163,152
533900164,24
533900172,45
533900173,8
533900174,73
533900181,410
533900182,192
533900183,179
533900184,271
533900191,320
533900192,28
533900193,365
533900194,30
533900201,50
533900203,226
533900204,46
533900212,4
533900221,3
533900223,5
533900251,98
533900252,244
533900253,108
533900254,23
533900261,52
533900262,174
533900263,35
533900264,75
533900271,314
533900272,668
533900273,445
533900274,361
533900281,43
533900282,12
533900283,813
533900284,524
533900291,2
533900292,249
533900293,71
533900301,18
533900302,4
533900311,55
533900322,10
533900324,86
533900333,69
533900341,17
533900342,3
533900351,42
533900352,384
533900354,16
533900361,856
533900362,792
533900363,35
533900364,99
533900371,381
533900372,37
533900373,159
533900374,484
533900381,470
533900382,156
533900383,167
533900412,5
533900414,5
533900422,58
533900423,99
533900424,72
533900431,22
533900433,15
533900434,6
533900441,4
533900442,2
533900451,40
533900452,7
533900453,24
533900461,1
533900462,3
533900471,3
533900472,86
533900493,13
533900494,9
533900513,7
533900521,18
533900522,62
533900523,2
533900524,28
533900541,29
533900542,1
533900543,16
533900551,2
533900553,4
533900591,22
533900622,17
533900624,28
533900633,64
533900641,1
533900651,6
533900654,6
533900692,3
533900694,129
533900731,20
533900732,3
533900733,24
533900734,19
533900764,2
533900792,18
533900832,43
533900902,2
533900933,40
533900934,4
533901001,926
533901002,153
533901003,1419
533901004,231
533901011,1012
533901012,1472
533901013,1293
533901014,1706
533901021,1368
533901022,372
533901023,616
533901024,215
533901031,26
533901032,19
533901034,11
533901041,9
533901042,94
533901043,88
533901044,3
533901052,40
533901054,33
533901061,41
533901062,76
533901063,9
533901064,75
533901071,54
533901072,57
533901073,19
533901074,1
533901081,273
533901082,313
533901083,222
533901084,885
533901091,11
533901092,59
533901094,74
533901101,355
533901102,664
533901103,568
533901104,1288
533901111,998
533901112,1194
533901113,864
533901114,380
533901121,225
533901122,29
533901123,478
533901133,14
533901134,41
533901141,4
533901142,54
533901151,13
533901152,52
533901161,168
533901162,43
533901164,32
533901172,101
533901173,139
533901181,264
533901182,1374
533901183,255
533901184,613
533901192,33
533901193,32
533901201,232
533901202,58
533901221,349
533901223,15
533901224,5
533901231,7
533901232,107
533901234,1
533901241,6
533901243,141
533901253,104
533901262,71
533901263,47
533901264,196
533901271,44
533901272,227
533901274,737
533901281,1673
533901282,104
533901283,2001
533901284,533
533901291,10
533901292,241
533901293,1
533901294,39
533901322,15
533901323,167
533901324,237
533901333,12
533901334,174
533901341,67
533901343,351
533901344,501
533901351,122
533901352,14
533901353,629
533901361,67
533901362,20
533901363,77
533901364,509
533901371,22
533901372,229
533901373,1298
533901374,2268
533901381,905
533901382,989
533901383,2055
533901384,1439
533901391,91
533901392,259
533901393,153
533901394,833
533901421,100
533901422,7
533901423,55
533901424,2
533901432,690
533901433,186
533901434,1134
533901441,1936
533901442,2403
533901443,2360
533901444,1893
533901451,2489
533901452,2070
533901453,1810
533901454,1201
533901461,1296
533901462,1476
533901463,1035
533901464,1388
533901471,2267
533901472,1946
533901473,1975
533901474,1439
533901481,1272
533901482,1471
533901483,2262
533901484,1217
533901491,472
533901492,339
533901502,1
533901513,67
533901521,61
533901522,33
533901523,53
533901524,55
533901531,318
533901532,1503
533901533,151
533901534,574
533901541,2102
533901542,1769
533901543,2259
533901544,1923
533901551,2062
533901552,260
533901553,163
533901554,2
533901561,1471
533901562,1191
533901563,433
533901564,1517
533901571,1527
533901572,1894
533901573,1346
533901574,946
533901581,1637
533901582,1490
533901583,1081
533901584,1371
533901591,315
533901592,113
533901593,1506
533901594,703
533901601,31
533901602,41
533901603,34
533901604,337
533901611,31
533901613,9
533901621,27
533901622,69
533901624,17
533901631,88
533901632,470
533901633,45
533901634,520
533901641,1844
533901642,1213
533901643,1041
533901644,1669
533901651,4
533901652,1172
533901653,1730
533901654,1640
533901661,32
533901662,26
533901663,79
533901664,1322
533901671,1667
533901672,1542
533901673,1661
533901674,1221
533901681,154
533901682,497
533901683,97
533901684,497
533901691,651
533901692,238
533901693,41
533901694,1
533901701,12
533901702,150
533901704,78
533901711,125
533901713,118
533901724,32
533901731,58
533901732,81
533901733,189
533901734,207
533901741,364
533901742,1300
533901743,312
533901744,460
533901751,1131
533901752,948
533901753,239
533901754,413
533901761,1152
533901762,542
533901763,219
533901764,89
533901771,198
533901772,683
533901773,81
533901774,70
533901781,168
533901782,499
533901783,180
533901784,304
533901791,140
533901793,16
533901794,5
533901802,120
533901804,21
533901811,136
533901812,16
533901813,3
533901822,52
533901824,185
533901831,14
533901832,77
533901833,149
533901834,2
533901841,50
533901842,243
533901843,65
533901844,91
533901851,296
533901852,55
533901853,117
533901854,153
533901881,21
533901882,176
533901883,43
533901884,126
533901891,3
533901893,26
533901902,2
533901904,3
533901931,11
533901933,10
533901941,22
533901951,166
533901952,82
533901953,70
533901954,12
533901963,15
533901981,134
533901982,19
533901983,154
533902003,52
533902004,70
533902012,17
533902013,16
533902014,78
533902023,22
533902024,14
533902031,100
533902032,325
533902033,314
533902034,1089
533902041,1962
533902042,1973
533902043,1160
533902044,1879
533902051,2058
533902052,2117
533902053,2650
533902054,1491
533902061,1641
533902062,2471
533902063,2743
533902064,2472
533902071,2190
533902072,642
533902073,117
533902074,476
533902081,2401
533902082,2312
533902083,2036
533902091,86
533902092,140
533902094,944
533902101,163
533902102,8
533902103,64
533902104,199
533902111,63
533902112,91
533902113,383
533902114,345
533902121,98
533902122,115
533902123,76
533902124,159
533902131,260
533902132,1137
533902133,1055
533902134,1790
533902141,1542
533902142,1500
533902143,1332
533902144,134
533902151,2609
533902152,1808
533902153,1961
533902154,2184
533902161,2883
533902162,2725
533902163,2952
533902164,2402
533902171,609
533902172,1340
533902173,219
533902174,1427
533902181,2617
533902182,669
533902183,2343
533902184,1361
533902192,1239
533902193,161
533902201,1
533902202,146
533902203,380
533902204,305
533902211,313
533902212,222
533902213,183
533902214,200
533902221,32
533902222,179
533902223,66
533902224,483
533902231,366
533902232,1385
533902233,597
533902234,2113
533902241,647
533902242,105
533902243,1101
533902244,251
533902251,830
533902252,1767
533902253,545
533902254,1969
533902261,1196
533902262,3181
533902263,1375
533902264,783
533902271,2086
533902272,1329
533902273,986
533902274,1900
533902281,2554
533902282,1753
533902283,2649
533902284,1707
533902291,232
533902293,1068
533902294,2
533902301,489
533902302,1241
533902303,1349
533902304,1136
533902311,2319
533902312,393
533902313,2044
533902314,982
533902321,382
533902322,656
533902323,1296
533902324,1233
533902331,992
533902332,1262
533902333,65
533902334,361
533902341,389
533902342,105
533902343,9
533902344,78
533902351,55
533902352,952
533902353,222
533902354,49
533902361,916
533902362,1031
533902363,13
533902371,32
533902372,641
533902373,334
533902374,1729
533902381,2111
533902382,1766
533902383,1955
533902384,1634
533902391,21
533902392,103
533902393,216
533902394,259
533902401,1179
533902402,1576
533902403,168
533902404,754
533902411,2517
533902412,2140
533902413,1562
533902414,1883
533902421,2162
533902422,1860
533902423,1994
533902424,1015
533902431,153
533902433,2
533902434,80
533902441,4
533902442,197
533902443,575
533902444,1410
533902451,404
533902452,15
533902453,317
533902454,110
533902461,76
533902462,30
533902463,437
533902464,550
533902471,217
533902472,2303
533902473,244
533902474,582
533902481,1142
533902482,1600
533902483,601
533902484,1189
533902491,1077
533902492,300
533902493,2269
533902494,26
533902502,581
533902503,4
533902504,62
533902511,1844
533902512,1849
533902513,982
533902514,997
533902521,2549
533902522,1518
533902523,3241
533902524,2324
533902531,9
533902532,497
533902534,49
533902541,2374
533902542,762
533902543,2121
533902544,698
533902551,653
533902552,476
533902553,762
533902554,103
533902561,135
533902562,338
533902563,54
533902564,68
533902571,500
533902572,276
533902573,137
533902574,4
533902581,678
533902582,252
533902583,48
533902584,483
533902591,2153
533902592,118
533902593,1243
533902602,85
533902604,44
533902612,622
533902613,65
533902614,650
533902621,2085
533902622,910
533902623,931
533902624,1165
533902631,4
533902632,2
533902633,731
533902641,355
533902642,2592
533902643,680
533902644,2182
533902651,1485
533902652,396
533902653,1908
533902654,1741
533902661,94
533902662,30
533902663,2094
533902664,384
533902671,367
533902672,97
533902673,387
533902674,200
533902681,188
533902682,241
533902683,499
533902684,249
533902691,1408
533902692,191
533902693,953
533902694,750
533902711,13
533902712,23
533902714,30
533902721,62
533902722,1184
533902723,55
533902724,324
533902731,975
533902732,4
533902733,1374
533902734,1457
533902741,2569
533902742,2726
533902743,2657
533902744,2497
533902751,3075
533902752,1392
533902753,2223
533902754,1962
533902761,1930
