調査年 コード,調査年,JCODE,地域,ALL,U14,A15.64,O65,U17
2020100000,2020年度,06202,山形県 米沢市,"81,252","8,881","46,225","25,259","11,110"
2020100000,2020年度,06203,山形県 鶴岡市,"122,347","13,441","65,098","43,003","17,004"
2020100000,2020年度,06204,山形県 酒田市,"100,273","10,305","53,031","36,091","12,909"
2020100000,2020年度,06205,山形県 新庄市,"34,432","3,863","18,944","11,370","4,871"
2020100000,2020年度,06206,山形県 寒河江市,"40,189","5,040","22,051","12,859","6,190"
2020100000,2020年度,06207,山形県 上山市,"29,110","2,712","14,828","11,386","3,454"
2020100000,2020年度,06208,山形県 村山市,"22,516","2,193","11,389","8,903","2,801"
2020100000,2020年度,06209,山形県 長井市,"26,543","2,897","13,989","9,449","3,614"
2020100000,2020年度,06210,山形県 天童市,"62,140","8,060","35,110","18,761","9,717"
2020100000,2020年度,06211,山形県 東根市,"47,682","6,548","27,344","13,441","7,929"
2020100000,2020年度,06212,山形県 尾花沢市,"14,971","1,459","7,278","6,232","1,848"
2020100000,2020年度,06213,山形県 南陽市,"30,420","3,516","16,493","10,339","4,311"
2020100000,2020年度,06301,山形県 山辺町,"13,725","1,626","7,372","4,715","2,036"
2020100000,2020年度,06302,山形県 中山町,"10,746","1,132","5,779","3,835","1,423"
2020100000,2020年度,06321,山形県 河北町,"17,641","1,908","9,078","6,639","2,384"
2020100000,2020年度,06322,山形県 西川町,"4,956",425,"2,265","2,262",547
2020100000,2020年度,06323,山形県 朝日町,"6,366",561,"2,976","2,828",706
2020100000,2020年度,06324,山形県 大江町,"7,646",761,"3,850","3,035",961
2020100000,2020年度,06341,山形県 大石田町,"6,577",603,"3,342","2,632",796
2020100000,2020年度,06361,山形県 金山町,"5,071",547,"2,646","1,878",692
2020100000,2020年度,06362,山形県 最上町,"8,080",838,"3,982","3,260","1,064"
2020100000,2020年度,06363,山形県 舟形町,"5,007",483,"2,421","2,103",616
2020100000,2020年度,06364,山形県 真室川町,"7,203",689,"3,508","3,006",869
2020100000,2020年度,06365,山形県 大蔵村,"3,028",335,"1,505","1,188",426
2020100000,2020年度,06366,山形県 鮭川村,"3,902",380,"1,942","1,580",479
2020100000,2020年度,06367,山形県 戸沢村,"4,199",367,"2,128","1,704",459
2020100000,2020年度,06381,山形県 高畠町,"22,463","2,709","12,134","7,597","3,370"
2020100000,2020年度,06382,山形県 川西町,"14,558","1,497","7,370","5,682","1,858"
2020100000,2020年度,06401,山形県 小国町,"7,107",688,"3,527","2,882",916
2020100000,2020年度,06402,山形県 白鷹町,"12,890","1,382","6,515","4,990","1,713"
2020100000,2020年度,06403,山形県 飯豊町,"6,613",755,"3,300","2,555",915
2020100000,2020年度,06426,山形県 三川町,"7,601",994,"3,929","2,664","1,186"
2020100000,2020年度,06428,山形県 庄内町,"20,151","2,161","10,362","7,578","2,684"
2020100000,2020年度,06461,山形県 遊佐町,"13,032","1,210","6,312","5,507","1,515"
2020100000,2020年度,07201,福島県 福島市,"282,693","31,136","160,024","84,304","38,639"
2020100000,2020年度,07202,福島県 会津若松市,"117,376","13,716","65,104","36,307","17,078"
2020100000,2020年度,07203,福島県 郡山市,"327,692","39,177","193,417","86,479","48,333"
2020100000,2020年度,07204,福島県 いわき市,"332,931","37,979","184,720","102,319","47,157"
2020100000,2020年度,07205,福島県 白河市,"59,491","6,995","34,109","17,546","8,781"
2020100000,2020年度,07207,福島県 須賀川市,"74,992","9,537","43,226","21,188","11,834"
2020100000,2020年度,07208,福島県 喜多方市,"44,760","4,905","23,375","16,479","6,114"
2020100000,2020年度,07209,福島県 相馬市,"34,865","4,215","19,325","10,792","5,184"
2020100000,2020年度,07210,福島県 二本松市,"53,557","5,760","29,073","18,406","7,218"
2020100000,2020年度,07211,福島県 田村市,"35,169","3,626","18,763","12,609","4,567"
2020100000,2020年度,07212,福島県 南相馬市,"59,005","5,099","30,626","20,796","6,369"
2020100000,2020年度,07213,福島県 伊達市,"58,240","5,961","31,100","21,008","7,605"
2020100000,2020年度,07214,福島県 本宮市,"30,236","3,881","17,765","8,579","4,787"
2020100000,2020年度,07301,福島県 桑折町,"11,459","1,200","5,895","4,347","1,511"
2020100000,2020年度,07303,福島県 国見町,"8,639",727,"4,268","3,642",959
2020100000,2020年度,07308,福島県 川俣町,"12,170",940,"6,005","5,096","1,243"
2020100000,2020年度,07322,福島県 大玉村,"8,900","1,322","5,095","2,455","1,550"
2020100000,2020年度,07342,福島県 鏡石町,"12,318","1,684","7,187","3,441","2,086"
2020100000,2020年度,07344,福島県 天栄村,"5,194",530,"2,748","1,916",665
2020100000,2020年度,07362,福島県 下郷町,"5,264",476,"2,428","2,360",591
2020100000,2020年度,07364,福島県 檜枝岐村,504,58,252,194,60
2020100000,2020年度,07367,福島県 只見町,"4,044",353,"1,783","1,907",462
2020100000,2020年度,07368,福島県 南会津町,"14,451","1,331","7,030","6,048","1,666"
2020100000,2020年度,07402,福島県 北塩原村,"2,556",258,"1,349",948,318
2020100000,2020年度,07405,福島県 西会津町,"5,770",468,"2,582","2,718",578
2020100000,2020年度,07407,福島県 磐梯町,"3,322",421,"1,655","1,246",508
2020100000,2020年度,07408,福島県 猪苗代町,"13,552","1,422","6,723","5,360","1,764"
2020100000,2020年度,07421,福島県 会津坂下町,"15,068","1,611","7,909","5,522","2,049"
2020100000,2020年度,07422,福島県 湯川村,"3,081",421,"1,594","1,066",526
2020100000,2020年度,07423,福島県 柳津町,"3,081",310,"1,374","1,397",389
2020100000,2020年度,07444,福島県 三島町,"1,452",96,573,783,123
2020100000,2020年度,07445,福島県 金山町,"1,862",89,638,"1,134",134
2020100000,2020年度,07446,福島県 昭和村,"1,246",66,487,693,81
2020100000,2020年度,07447,福島県 会津美里町,"19,014","1,904","9,438","7,528","2,401"
2020100000,2020年度,07461,福島県 西郷村,"20,808","2,805","12,432","5,185","3,406"
2020100000,2020年度,07464,福島県 泉崎村,"6,213",776,"3,451","1,986",950
2020100000,2020年度,07465,福島県 中島村,"4,885",632,"2,774","1,479",776
2020100000,2020年度,07466,福島県 矢吹町,"17,287","2,132","9,723","5,429","2,612"
2020100000,2020年度,07481,福島県 棚倉町,"13,343","1,630","7,372","4,258","2,052"
2020100000,2020年度,07482,福島県 矢祭町,"5,392",600,"2,666","2,126",735
2020100000,2020年度,07483,福島県 塙町,"8,302",865,"4,214","3,196","1,062"
2020100000,2020年度,07484,福島県 鮫川村,"3,049",316,"1,512","1,221",391
2020100000,2020年度,07501,福島県 石川町,"14,644","1,424","7,719","5,430","1,978"
2020100000,2020年度,07502,福島県 玉川村,"6,392",795,"3,565","2,024",998
2020100000,2020年度,07503,福島県 平田村,"5,826",584,"3,179","2,057",724
2020100000,2020年度,07504,福島県 浅川町,"6,036",682,"3,272","2,055",893
2020100000,2020年度,07505,福島県 古殿町,"4,825",499,"2,433","1,893",614
2020100000,2020年度,07521,福島県 三春町,"17,018","1,842","9,177","5,882","2,343"
2020100000,2020年度,07522,福島県 小野町,"9,471",969,"5,074","3,384","1,225"
2020100000,2020年度,07541,福島県 広野町,"5,412",384,"2,958","1,558",563
2020100000,2020年度,07542,福島県 楢葉町,"3,710",259,"1,996","1,388",303
2020100000,2020年度,07543,福島県 富岡町,"2,128",60,"1,382",482,70
2020100000,2020年度,07544,福島県 川内村,"2,044",116,883,974,134
2020100000,2020年度,07545,福島県 大熊町,847,1,754,87,2
2020100000,2020年度,07546,福島県 双葉町,0,0,0,0,0
2020100000,2020年度,07547,福島県 浪江町,"1,923",52,"1,056",568,52
2020100000,2020年度,07548,福島県 葛尾村,420,24,198,198,33
2020100000,2020年度,07561,福島県 新地町,"7,905",997,"4,286","2,597","1,235"
2020100000,2020年度,07564,福島県 飯舘村,"1,318",34,525,755,40
2020100000,2020年度,08201,茨城県 水戸市,"270,685","33,685","158,472","70,922","41,038"
2020100000,2020年度,08202,茨城県 日立市,"174,508","17,585","97,706","56,525","22,494"
2020100000,2020年度,08203,茨城県 土浦市,"142,074","15,510","82,307","40,903","19,340"
2020100000,2020年度,08204,茨城県 古河市,"139,344","16,213","82,127","39,691","20,003"
2020100000,2020年度,08205,茨城県 石岡市,"73,061","7,543","40,001","23,972","9,530"
2020100000,2020年度,08207,茨城県 結城市,"50,645","6,065","28,719","15,388","7,424"
2020100000,2020年度,08208,茨城県 龍ケ崎市,"76,420","8,264","44,619","22,113","10,368"
2020100000,2020年度,08210,茨城県 下妻市,"42,521","5,034","24,731","12,043","6,263"
2020100000,2020年度,08211,茨城県 常総市,"60,834","6,942","35,001","18,316","8,724"
2020100000,2020年度,08212,茨城県 常陸太田市,"48,602","4,303","25,419","18,808","5,464"
2020100000,2020年度,08214,茨城県 高萩市,"27,699","2,686","14,805","9,900","3,576"
2020100000,2020年度,08215,茨城県 北茨城市,"41,801","4,368","22,846","14,335","5,454"
2020100000,2020年度,08216,茨城県 笠間市,"73,173","8,235","40,639","23,420","10,192"
2020100000,2020年度,08217,茨城県 取手市,"104,524","10,593","56,760","36,052","13,128"
2020100000,2020年度,08219,茨城県 牛久市,"84,651","10,834","48,124","24,561","13,214"
2020100000,2020年度,08220,茨城県 つくば市,"241,656","34,645","143,552","45,697","41,096"
2020100000,2020年度,08221,茨城県 ひたちなか市,"156,581","19,610","93,439","40,234","24,246"
2020100000,2020年度,08222,茨城県 鹿嶋市,"66,950","8,142","36,902","20,737","10,121"
2020100000,2020年度,08223,茨城県 潮来市,"27,604","2,953","15,322","9,078","3,705"
2020100000,2020年度,08224,茨城県 守谷市,"68,421","10,301","41,920","15,847","12,452"
2020100000,2020年度,08225,茨城県 常陸大宮市,"39,267","3,632","20,414","14,627","4,657"
2020100000,2020年度,08226,茨城県 那珂市,"53,502","6,294","29,694","17,194","7,773"
2020100000,2020年度,08227,茨城県 筑西市,"100,753","11,040","56,749","32,004","13,795"
2020100000,2020年度,08228,茨城県 坂東市,"52,265","5,897","30,067","15,772","7,421"
2020100000,2020年度,08229,茨城県 稲敷市,"39,039","3,393","21,055","14,329","4,327"
2020100000,2020年度,08230,茨城県 かすみがうら市,"40,087","4,376","22,859","12,779","5,612"
2020100000,2020年度,08231,茨城県 桜川市,"39,122","3,985","21,579","13,423","5,089"
2020100000,2020年度,08232,茨城県 神栖市,"95,454","12,569","59,856","22,162","15,267"
2020100000,2020年度,08233,茨城県 行方市,"32,185","3,215","17,362","11,604","4,017"
2020100000,2020年度,08234,茨城県 鉾田市,"45,953","4,647","25,268","15,454","5,772"
2020100000,2020年度,08235,茨城県 つくばみらい市,"49,872","7,350","27,180","13,152","8,460"
2020100000,2020年度,08236,茨城県 小美玉市,"48,870","5,631","28,053","14,724","7,033"
2020100000,2020年度,08302,茨城県 茨城町,"31,401","3,271","17,040","10,983","4,100"
2020100000,2020年度,08309,茨城県 大洗町,"15,715","1,538","8,766","5,225","2,045"
2020100000,2020年度,08310,茨城県 城里町,"18,097","1,559","9,746","6,774","2,024"
2020100000,2020年度,08341,茨城県 東海村,"37,891","5,399","22,581","9,517","6,642"
2020100000,2020年度,08364,茨城県 大子町,"15,736","1,183","7,262","7,266","1,507"
2020100000,2020年度,08442,茨城県 美浦村,"14,602","1,472","8,425","4,677","1,863"
2020100000,2020年度,08443,茨城県 阿見町,"48,553","5,983","28,352","13,360","7,310"
2020100000,2020年度,08447,茨城県 河内町,"8,231",589,"4,409","3,227",771
2020100000,2020年度,08521,茨城県 八千代町,"21,026","2,369","12,114","6,459","2,998"
2020100000,2020年度,08542,茨城県 五霞町,"8,093",730,"4,544","2,732",918
2020100000,2020年度,08546,茨城県 境町,"24,201","2,912","14,152","7,018","3,614"
2020100000,2020年度,08564,茨城県 利根町,"15,340","1,196","7,227","6,903","1,556"
2020100000,2020年度,09201,栃木県 宇都宮市,"518,757","65,253","307,157","129,853","79,229"
2020100000,2020年度,09202,栃木県 足利市,"144,746","15,176","80,642","47,023","19,124"
2020100000,2020年度,09203,栃木県 栃木市,"155,549","17,322","87,866","49,179","21,615"
2020100000,2020年度,09204,栃木県 佐野市,"116,228","13,011","66,171","35,621","16,239"
2020100000,2020年度,09205,栃木県 鹿沼市,"94,033","11,015","53,951","28,504","13,662"
2020100000,2020年度,09206,栃木県 日光市,"77,661","7,410","41,644","27,850","9,296"
2020100000,2020年度,09208,栃木県 小山市,"166,666","20,940","101,109","41,781","25,597"
2020100000,2020年度,09209,栃木県 真岡市,"78,190","10,200","45,955","21,215","12,543"
2020100000,2020年度,09210,栃木県 大田原市,"72,087","8,176","41,342","20,726","10,052"
2020100000,2020年度,09211,栃木県 矢板市,"31,165","3,244","17,357","10,334","4,234"
2020100000,2020年度,09213,栃木県 那須塩原市,"115,210","14,265","66,620","32,020","17,608"
2020100000,2020年度,09214,栃木県 さくら市,"44,513","6,015","26,570","11,734","7,328"
2020100000,2020年度,09215,栃木県 那須烏山市,"24,875","2,369","13,175","9,331","3,004"
2020100000,2020年度,09216,栃木県 下野市,"59,507","7,009","34,829","14,912","8,662"
2020100000,2020年度,09301,栃木県 上三川町,"30,806","4,073","18,972","7,262","5,110"
2020100000,2020年度,09342,栃木県 益子町,"21,898","2,467","12,195","7,041","3,078"
2020100000,2020年度,09343,栃木県 茂木町,"11,891",986,"5,810","5,073","1,281"
2020100000,2020年度,09344,栃木県 市貝町,"11,262","1,269","6,568","3,317","1,575"
2020100000,2020年度,09345,栃木県 芳賀町,"14,961","1,942","8,179","4,782","2,397"
2020100000,2020年度,09361,栃木県 壬生町,"39,474","4,680","22,578","11,443","5,744"
2020100000,2020年度,09364,栃木県 野木町,"24,913","2,908","13,897","8,095","3,532"
2020100000,2020年度,09384,栃木県 塩谷町,"10,354",914,"5,282","4,157","1,179"
2020100000,2020年度,09386,栃木県 高根沢町,"29,229","3,471","18,001","7,409","4,285"
2020100000,2020年度,09407,栃木県 那須町,"23,956","2,154","11,866","9,690","2,931"
2020100000,2020年度,09411,栃木県 那珂川町,"15,215","1,284","7,875","6,029","1,630"
2020100000,2020年度,10201,群馬県 前橋市,"332,149","36,764","179,561","96,390","45,654"
2020100000,2020年度,10202,群馬県 高崎市,"372,973","46,009","215,425","105,034","56,546"
2020100000,2020年度,10203,群馬県 桐生市,"106,445","9,973","57,199","38,392","12,655"
2020100000,2020年度,10204,群馬県 伊勢崎市,"211,850","27,506","127,686","53,086","33,818"
2020100000,2020年度,10205,群馬県 太田市,"223,014","29,597","131,786","58,057","36,282"
2020100000,2020年度,10206,群馬県 沼田市,"45,337","4,787","24,666","15,489","6,075"
2020100000,2020年度,10207,群馬県 館林市,"75,309","8,494","44,000","22,103","10,644"
2020100000,2020年度,10208,群馬県 渋川市,"74,581","7,561","40,199","26,284","9,528"
2020100000,2020年度,10209,群馬県 藤岡市,"63,261","6,837","35,533","20,486","8,665"
2020100000,2020年度,10210,群馬県 富岡市,"47,446","5,077","25,762","16,334","6,456"
2020100000,2020年度,10211,群馬県 安中市,"54,907","5,510","29,336","19,753","6,936"
2020100000,2020年度,10212,群馬県 みどり市,"49,648","5,904","28,254","14,832","7,503"
2020100000,2020年度,10344,群馬県 榛東村,"14,216","1,886","8,497","3,776","2,305"
2020100000,2020年度,10345,群馬県 吉岡町,"21,792","3,394","13,135","5,212","4,087"
2020100000,2020年度,10366,群馬県 上野村,"1,128",108,502,518,130
2020100000,2020年度,10367,群馬県 神流町,"1,645",59,575,"1,011",76
2020100000,2020年度,10382,群馬県 下仁田町,"6,576",352,"2,884","3,340",467
2020100000,2020年度,10383,群馬県 南牧村,"1,611",38,522,"1,051",50
2020100000,2020年度,10384,群馬県 甘楽町,"12,491","1,276","6,643","4,274","1,600"
2020100000,2020年度,10421,群馬県 中之条町,"15,386","1,365","7,654","6,294","1,775"
2020100000,2020年度,10424,群馬県 長野原町,"5,095",434,"2,621","1,991",568
2020100000,2020年度,10425,群馬県 嬬恋村,"8,850",915,"4,635","3,285","1,103"
2020100000,2020年度,10426,群馬県 草津町,"6,049",435,"2,882","2,348",534
2020100000,2020年度,10428,群馬県 高山村,"3,511",354,"1,858","1,299",447
2020100000,2020年度,10429,群馬県 東吾妻町,"12,728","1,078","6,379","5,253","1,381"
2020100000,2020年度,10443,群馬県 片品村,"3,993",331,"2,001","1,639",446
2020100000,2020年度,10444,群馬県 川場村,"3,480",361,"1,553","1,566",457
2020100000,2020年度,10448,群馬県 昭和村,"6,953",799,"3,869","2,281","1,004"
2020100000,2020年度,10449,群馬県 みなかみ町,"17,195","1,500","8,653","7,014","1,937"
2020100000,2020年度,10464,群馬県 玉村町,"36,054","3,777","20,898","9,207","4,712"
2020100000,2020年度,10521,群馬県 板倉町,"14,083","1,361","7,812","4,735","1,738"
2020100000,2020年度,10522,群馬県 明和町,"10,882","1,284","6,202","3,316","1,587"
2020100000,2020年度,10523,群馬県 千代田町,"10,861","1,257","6,215","3,374","1,565"
2020100000,2020年度,10524,群馬県 大泉町,"42,089","5,097","26,575","9,464","6,175"
2020100000,2020年度,10525,群馬県 邑楽町,"25,522","2,824","14,259","8,241","3,564"
2020100000,2020年度,11100,埼玉県 さいたま市,"1,324,025","168,805","821,211","304,992","203,443"
2020100000,2020年度,11101,埼玉県 さいたま市 西区,"93,499","12,023","54,499","25,567","14,527"
2020100000,2020年度,11102,埼玉県 さいたま市 北区,"149,242","18,747","94,208","31,773","22,801"
2020100000,2020年度,11103,埼玉県 さいたま市 大宮区,"117,784","14,268","76,221","26,309","16,969"
2020100000,2020年度,11104,埼玉県 さいたま市 見沼区,"165,049","19,820","97,222","44,281","24,305"
2020100000,2020年度,11105,埼玉県 さいたま市 中央区,"103,269","12,679","66,441","21,602","15,367"
2020100000,2020年度,11106,埼玉県 さいたま市 桜区,"98,661","11,003","61,240","22,997","13,505"
2020100000,2020年度,11107,埼玉県 さいたま市 浦和区,"164,822","22,560","104,392","32,908","26,829"
2020100000,2020年度,11108,埼玉県 さいたま市 南区,"191,563","25,696","125,479","36,829","30,544"
2020100000,2020年度,11109,埼玉県 さいたま市 緑区,"128,321","19,366","78,427","28,460","23,007"
2020100000,2020年度,11110,埼玉県 さいたま市 岩槻区,"111,815","12,643","63,082","34,266","15,589"
2020100000,2020年度,11201,埼玉県 川越市,"354,571","36,460","181,655","89,061","44,441"
2020100000,2020年度,11202,埼玉県 熊谷市,"194,415","21,814","113,744","57,262","26,902"
2020100000,2020年度,11203,埼玉県 川口市,"594,274","72,665","373,347","137,923","87,737"
2020100000,2020年度,11206,埼玉県 行田市,"78,617","8,240","44,778","25,010","10,297"
2020100000,2020年度,11207,埼玉県 秩父市,"59,674","6,590","32,459","20,342","8,243"
2020100000,2020年度,11208,埼玉県 所沢市,"342,464","33,050","174,266","87,050","40,365"
2020100000,2020年度,11209,埼玉県 飯能市,"80,361","8,424","45,590","25,204","10,497"
2020100000,2020年度,11210,埼玉県 加須市,"111,623","12,547","64,960","33,283","15,554"
2020100000,2020年度,11211,埼玉県 本庄市,"78,569","8,894","45,696","22,661","11,155"
2020100000,2020年度,11212,埼玉県 東松山市,"91,791","10,582","52,871","25,995","12,793"
2020100000,2020年度,11214,埼玉県 春日部市,"229,792","21,178","116,707","68,663","26,272"
2020100000,2020年度,11215,埼玉県 狭山市,"148,699","15,467","84,070","47,661","19,079"
2020100000,2020年度,11216,埼玉県 羽生市,"52,862","5,295","29,391","15,821","6,672"
2020100000,2020年度,11217,埼玉県 鴻巣市,"116,828","13,254","67,954","34,993","16,242"
2020100000,2020年度,11218,埼玉県 深谷市,"141,268","16,815","81,390","40,881","20,870"
2020100000,2020年度,11219,埼玉県 上尾市,"226,940","25,395","127,746","61,216","31,273"
2020100000,2020年度,11221,埼玉県 草加市,"248,304","29,088","157,501","61,664","35,787"
2020100000,2020年度,11222,埼玉県 越谷市,"341,621","43,497","210,444","87,123","52,693"
2020100000,2020年度,11223,埼玉県 蕨市,"74,283","7,885","48,527","17,247","9,397"
2020100000,2020年度,11224,埼玉県 戸田市,"140,899","20,025","93,035","23,065","23,647"
2020100000,2020年度,11225,埼玉県 入間市,"145,651","16,610","85,174","42,924","20,651"
2020100000,2020年度,11227,埼玉県 朝霞市,"141,083","19,106","93,817","27,533","22,624"
2020100000,2020年度,11228,埼玉県 志木市,"75,346","9,897","46,217","18,689","11,753"
2020100000,2020年度,11229,埼玉県 和光市,"83,989","11,397","57,416","15,040","13,384"
2020100000,2020年度,11230,埼玉県 新座市,"166,017","20,924","98,647","42,180","25,186"
2020100000,2020年度,11231,埼玉県 桶川市,"74,748","8,611","43,586","22,126","10,622"
2020100000,2020年度,11232,埼玉県 久喜市,"150,582","16,537","86,097","46,097","20,285"
2020100000,2020年度,11233,埼玉県 北本市,"65,201","6,593","37,112","21,183","8,309"
2020100000,2020年度,11234,埼玉県 八潮市,"93,363","11,335","58,742","21,283","13,570"
2020100000,2020年度,11235,埼玉県 富士見市,"111,859","13,657","68,450","27,171","16,482"
2020100000,2020年度,11237,埼玉県 三郷市,"142,145","18,162","83,860","38,602","21,488"
2020100000,2020年度,11238,埼玉県 蓮田市,"61,499","6,739","34,826","19,902","8,311"
2020100000,2020年度,11239,埼玉県 坂戸市,"100,275","11,428","57,702","29,435","14,179"
2020100000,2020年度,11240,埼玉県 幸手市,"50,066","4,917","27,131","17,633","6,133"
2020100000,2020年度,11241,埼玉県 鶴ヶ島市,"70,117","7,872","41,523","20,241","9,873"
2020100000,2020年度,11242,埼玉県 日高市,"54,571","6,286","30,041","17,966","7,938"
2020100000,2020年度,11243,埼玉県 吉川市,"71,979","10,383","44,153","17,315","12,584"
2020100000,2020年度,11245,埼玉県 ふじみ野市,"113,597","14,377","68,512","29,317","17,418"
2020100000,2020年度,11246,埼玉県 白岡市,"52,214","6,495","30,722","14,597","7,833"
2020100000,2020年度,11301,埼玉県 伊奈町,"44,841","6,227","27,222","10,920","7,889"
2020100000,2020年度,11324,埼玉県 三芳町,"38,434","4,634","22,185","11,530","5,796"
2020100000,2020年度,11326,埼玉県 毛呂山町,"35,366","2,960","19,956","11,594","3,813"
2020100000,2020年度,11327,埼玉県 越生町,"11,029",933,"6,055","3,984","1,217"
2020100000,2020年度,11341,埼玉県 滑川町,"19,732","3,063","11,854","4,611","3,707"
2020100000,2020年度,11342,埼玉県 嵐山町,"17,889","1,665","10,248","5,868","2,100"
2020100000,2020年度,11343,埼玉県 小川町,"28,524","2,287","15,045","11,093","2,907"
2020100000,2020年度,11346,埼玉県 川島町,"19,378","1,804","10,545","6,970","2,333"
2020100000,2020年度,11347,埼玉県 吉見町,"18,192","1,526","10,488","6,146","1,976"
2020100000,2020年度,11348,埼玉県 鳩山町,"13,560",942,"6,383","6,226","1,238"
2020100000,2020年度,11349,埼玉県 ときがわ町,"10,540",880,"5,568","4,092","1,099"
2020100000,2020年度,11361,埼玉県 横瀬町,"7,979",845,"4,403","2,713","1,070"
2020100000,2020年度,11362,埼玉県 皆野町,"9,302",936,"4,756","3,578","1,176"
2020100000,2020年度,11363,埼玉県 長瀞町,"6,807",624,"3,481","2,697",819
2020100000,2020年度,11365,埼玉県 小鹿野町,"10,928","1,038","5,624","4,248","1,340"
2020100000,2020年度,11369,埼玉県 東秩父村,"2,709",173,"1,275","1,261",226
2020100000,2020年度,11381,埼玉県 美里町,"11,039","1,159","6,121","3,720","1,470"
2020100000,2020年度,11383,埼玉県 神川町,"13,359","1,354","7,480","4,381","1,682"
2020100000,2020年度,11385,埼玉県 上里町,"30,343","3,384","17,011","8,322","4,341"
2020100000,2020年度,11408,埼玉県 寄居町,"32,374","3,219","18,169","10,904","3,982"
2020100000,2020年度,11442,埼玉県 宮代町,"34,147","3,711","18,897","10,974","4,482"
2020100000,2020年度,11464,埼玉県 杉戸町,"43,845","4,655","24,567","14,406","5,879"
2020100000,2020年度,11465,埼玉県 松伏町,"28,266","3,069","16,785","8,405","3,971"
2020100000,2020年度,12100,千葉県 千葉市,"974,951","110,929","569,887","249,963","136,694"
2020100000,2020年度,12101,千葉県 千葉市 中央区,"211,736","21,828","120,893","45,674","26,436"
2020100000,2020年度,12102,千葉県 千葉市 花見川区,"177,328","18,670","104,457","48,978","23,137"
2020100000,2020年度,12103,千葉県 千葉市 稲毛区,"160,582","18,578","92,289","41,775","22,839"
2020100000,2020年度,12104,千葉県 千葉市 若葉区,"146,940","15,618","82,633","44,694","19,298"
2020100000,2020年度,12105,千葉県 千葉市 緑区,"129,421","18,132","79,840","29,730","22,435"
2020100000,2020年度,12106,千葉県 千葉市 美浜区,"148,944","18,103","89,775","39,112","22,549"
2020100000,2020年度,12202,千葉県 銚子市,"58,431","4,470","31,241","22,053","5,787"
2020100000,2020年度,12203,千葉県 市川市,"496,676","57,265","323,110","103,359","68,808"
2020100000,2020年度,12204,千葉県 船橋市,"642,907","80,576","396,514","152,773","97,119"
2020100000,2020年度,12205,千葉県 館山市,"45,153","4,121","21,071","17,734","5,248"
2020100000,2020年度,12206,千葉県 木更津市,"136,166","17,144","79,146","37,370","21,207"
2020100000,2020年度,12207,千葉県 松戸市,"498,232","56,850","305,487","127,595","69,090"
2020100000,2020年度,12208,千葉県 野田市,"152,638","17,426","86,231","47,051","21,598"
2020100000,2020年度,12210,千葉県 茂原市,"86,782","8,635","47,894","28,774","10,819"
2020100000,2020年度,12211,千葉県 成田市,"132,906","16,794","81,731","31,352","20,453"
2020100000,2020年度,12212,千葉県 佐倉市,"168,743","18,589","94,196","55,000","23,100"
2020100000,2020年度,12213,千葉県 東金市,"58,219","6,040","33,761","17,163","7,488"
2020100000,2020年度,12215,千葉県 旭市,"63,745","7,170","36,134","19,843","8,817"
2020100000,2020年度,12216,千葉県 習志野市,"176,197","22,186","111,019","40,483","26,745"
2020100000,2020年度,12217,千葉県 柏市,"426,468","53,333","251,739","110,212","64,418"
2020100000,2020年度,12218,千葉県 勝浦市,"16,927","1,145","8,357","7,290","1,423"
2020100000,2020年度,12219,千葉県 市原市,"269,524","30,046","154,641","78,661","36,941"
2020100000,2020年度,12220,千葉県 流山市,"199,849","31,172","118,860","46,047","35,926"
2020100000,2020年度,12221,千葉県 八千代市,"199,498","25,580","122,780","50,490","31,442"
2020100000,2020年度,12222,千葉県 我孫子市,"130,510","14,296","74,457","39,879","17,920"
2020100000,2020年度,12223,千葉県 鴨川市,"32,116","2,991","16,205","12,375","3,698"
2020100000,2020年度,12224,千葉県 鎌ケ谷市,"109,932","12,558","63,683","31,488","15,345"
2020100000,2020年度,12225,千葉県 君津市,"82,206","8,427","45,829","26,366","10,522"
2020100000,2020年度,12226,千葉県 富津市,"42,465","3,665","21,976","16,118","4,600"
2020100000,2020年度,12227,千葉県 浦安市,"171,362","21,564","116,855","29,971","26,760"
2020100000,2020年度,12228,千葉県 四街道市,"93,576","12,477","53,027","27,066","15,037"
2020100000,2020年度,12229,千葉県 袖ケ浦市,"63,883","8,622","37,221","17,057","10,355"
2020100000,2020年度,12230,千葉県 八街市,"67,455","6,273","39,431","20,912","8,062"
2020100000,2020年度,12231,千葉県 印西市,"102,609","16,789","61,663","23,698","19,593"
2020100000,2020年度,12232,千葉県 白井市,"62,441","8,616","36,076","17,101","10,736"
2020100000,2020年度,12233,千葉県 富里市,"49,735","5,381","29,894","14,035","6,630"
2020100000,2020年度,12234,千葉県 南房総市,"35,831","3,001","15,867","16,895","3,820"
2020100000,2020年度,12235,千葉県 匝瑳市,"35,040","3,471","18,984","12,581","4,359"
2020100000,2020年度,12236,千葉県 香取市,"72,356","6,637","38,325","26,659","8,457"
2020100000,2020年度,12237,千葉県 山武市,"48,444","4,321","26,518","17,329","5,478"
2020100000,2020年度,12238,千葉県 いすみ市,"35,544","3,162","17,316","15,065","3,917"
2020100000,2020年度,12239,千葉県 大網白里市,"48,129","5,090","26,858","15,770","6,324"
2020100000,2020年度,12322,千葉県 酒々井町,"20,745","2,009","11,533","6,810","2,599"
